ticker,sector,industry,country,market_cap_usd
FTI,Energy,Oil & Gas Equipment & Services,United Kingdom,28419469312.0
FTNT,Technology,Software - Infrastructure,United States,89954566144.0
FTRE,Healthcare,Biotechnology,United States,1292027392.0
FTV,Technology,Scientific & Technical Instruments,United States,17901438976.0
FUBO,Communication Services,Broadcasting,United States,283170432.0
FUTU,Financial Services,Capital Markets,Hong Kong,18875787264.0
G,Technology,Information Technology Services,Bermuda,4924164096.0
GALD.SE,Unknown,Unknown,Unknown,
GBP,Unknown,Unknown,Unknown,
GCT,Technology,Software - Infrastructure,United States,1313012992.0
GD,Industrials,Aerospace & Defense,United States,90458890240.0
GDDY,Technology,Software - Infrastructure,United States,11543490560.0
GDRX,Healthcare,Health Information Services,United States,822981120.0
GDYN,Technology,Information Technology Services,United States,561130816.0
GE,Industrials,Aerospace & Defense,United States,294150897664.0
GEHC,Healthcare,Medical Devices,United States,27639224320.0
GEN,Technology,Software - Infrastructure,United States,14202815488.0
GEO,Industrials,Security & Protection Services,United States,3062531072.0
GEV,Industrials,Specialty Industrial Machinery,United States,281949077504.0
GFS,Technology,Semiconductors,United States,38954020864.0
GH,Healthcare,Diagnostics & Research,United States,12586385408.0
GHC,Consumer Defensive,Education & Training Services,United States,4707642880.0
GIII,Consumer Cyclical,Apparel Manufacturing,United States,1212098176.0
GIL.CN,Unknown,Unknown,Unknown,
GILD,Healthcare,Drug Manufacturers - General,United States,160882638848.0
GIS,Consumer Defensive,Packaged Foods,United States,17606144000.0
GJF.NO,Unknown,Unknown,Unknown,
GL,Financial Services,Insurance - Life,United States,12038042624.0
GLE FP,Unknown,Unknown,Unknown,
GLEN LN,Unknown,Unknown,Unknown,
GLW,Technology,Electronic Components,United States,165078941696.0
GM,Consumer Cyclical,Auto Manufacturers,United States,67498659840.0
GMD AU,Unknown,Unknown,Unknown,
GME,Consumer Cyclical,Specialty Retail,United States,9680419840.0
GMED,Healthcare,Medical Devices,United States,10403468288.0
GMEXICOB.MX,Basic Materials,Other Industrial Metals & Mining,Mexico,1573348573184.0
GNL,Real Estate,REIT - Diversified,United States,1956127232.0
GNRC,Industrials,Specialty Industrial Machinery,United States,15522493440.0
GNTX,Consumer Cyclical,Auto Parts,United States,4870208512.0
GOGO,Communication Services,Telecom Services,United States,524725504.0
GOLD,Financial Services,Capital Markets,United States,1123339264.0
GOLF,Consumer Cyclical,Leisure,United States,5000516096.0
GOOG,Communication Services,Internet Content & Information,United States,4765246291968.0
GOOGL,Communication Services,Internet Content & Information,United States,4807165739008.0
GPGI,Industrials,Metal Fabrication,United States,3507323648.0
GPI,Consumer Cyclical,Auto & Truck Dealerships,United States,3731511296.0
GPN,Industrials,Specialty Business Services,United States,18486071296.0
GRDN,Healthcare,Medical Care Facilities,United States,2318168320.0
GRGD.CT,Unknown,Unknown,Unknown,
GRPN,Communication Services,Internet Content & Information,United States,663200256.0
GS,Financial Services,Capital Markets,United States,279805689856.0
GTES,Industrials,Specialty Industrial Machinery,United States,6194566656.0
GTLB,Technology,Software - Infrastructure,United States,3995034624.0
GTM,Technology,Software - Application,United States,1137611648.0
GTX,Consumer Cyclical,Auto Parts,Switzerland,5799099392.0
GVA,Industrials,Engineering & Construction,United States,6061105664.0
GWRE,Technology,Software - Application,United States,11064395776.0
GWW,Industrials,Industrial Distribution,United States,60077277184.0
HAE,Healthcare,Medical Devices,United States,2615872512.0
HAFC,Financial Services,Banks - Regional,United States,865905600.0
HAL,Energy,Oil & Gas Equipment & Services,United States,34886209536.0
HALO,Healthcare,Biotechnology,United States,7961305088.0
HAS,Consumer Cyclical,Leisure,United States,13476987904.0
HASI,Financial Services,Asset Management,United States,5264125440.0
HAUTO NO,Unknown,Unknown,Unknown,
HBAN,Financial Services,Banks - Regional,United States,31238082560.0
HCA,Healthcare,Medical Care Facilities,United States,93838237696.0
HCC,Basic Materials,Coking Coal,United States,4495559168.0
HCI,Financial Services,Insurance - Property & Casualty,United States,1996415872.0
HCSG,Healthcare,Medical Care Facilities,United States,1458710784.0
HD,Consumer Cyclical,Home Improvement Retail,United States,296328200192.0
HE,Utilities,Utilities - Regulated Electric,United States,2283969024.0
HG,Financial Services,Insurance - Reinsurance,Bermuda,3160311040.0
HII,Industrials,Aerospace & Defense,United States,12852412416.0
HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,United States,5798014976.0
HKG: 0857,Unknown,Unknown,Unknown,
HKG: 1088,Unknown,Unknown,Unknown,
HKG: 1258,Unknown,Unknown,Unknown,
HKG: 1378,Unknown,Unknown,Unknown,
HKG: 1681,Unknown,Unknown,Unknown,
HKG: 1898,Unknown,Unknown,Unknown,
HKG: 2276,Unknown,Unknown,Unknown,
HKG: 2616,Unknown,Unknown,Unknown,
HL,Basic Materials,Other Precious Metals & Mining,United States,11831365632.0
HLF,Consumer Defensive,Packaged Foods,United States,1330078592.0
HLI,Financial Services,Capital Markets,United States,10447311872.0
HLIT,Technology,Communication Equipment,United States,1360545280.0
HLT,Consumer Cyclical,Lodging,United States,71975583744.0
HLX,Energy,Oil & Gas Equipment & Services,United States,1480325760.0
HMN,Financial Services,Insurance - Property & Casualty,United States,1816749056.0
HOG,Consumer Cyclical,Recreational Vehicles,United States,2651708672.0
HOLN SW,Unknown,Unknown,Unknown,
HOLN.SW,Basic Materials,Building Materials,Switzerland,40046260224.0
HON,Industrials,Conglomerates,United States,135120191488.0
HOOD,Financial Services,Capital Markets,United States,69464965120.0
HOT GR,Unknown,Unknown,Unknown,
HOT.GY,Unknown,Unknown,Unknown,
HOV,Consumer Cyclical,Residential Construction,United States,571016768.0
HPE,Technology,Communication Equipment,United States,43918868480.0
HPQ,Technology,Computer Hardware,United States,19103256576.0
HRB,Consumer Cyclical,Personal Services,United States,4721817600.0
HRMY,Healthcare,Biotechnology,United States,1741990656.0
HSY,Consumer Defensive,Confectioners,United States,37927653376.0
HTH,Financial Services,Financial Conglomerates,United States,2124060928.0
HUBB,Industrials,Electrical Equipment & Parts,United States,25362466816.0
HWKN,Basic Materials,Specialty Chemicals,United States,3317622528.0
HWM,Industrials,Aerospace & Defense,United States,104167989248.0
HZO,Consumer Cyclical,Specialty Retail,United States,727369664.0
IBKR,Financial Services,Capital Markets,United States,147905069056.0
IBM,Technology,Information Technology Services,United States,206116847616.0
IBP,Consumer Cyclical,Residential Construction,United States,5635727360.0
ICE,Financial Services,Financial Data & Stock Exchanges,United States,87292510208.0
ICT.PM,Unknown,Unknown,Unknown,
IDA,Utilities,Utilities - Regulated Electric,United States,7754936832.0
IDCC,Technology,Software - Application,United States,6729269760.0
IDR SM,Unknown,Unknown,Unknown,
IDT,Communication Services,Telecom Services,United States,1303963904.0
IDX: ENRG,Unknown,Unknown,Unknown,
IDXX,Healthcare,Diagnostics & Research,United States,41712541696.0
IG IM,Unknown,Unknown,Unknown,
IIPR,Real Estate,REIT - Industrial,United States,1553245824.0
ILMN,Healthcare,Diagnostics & Research,United States,21566300160.0
ILS,Unknown,Unknown,Unknown,
INCY,Healthcare,Biotechnology,United States,19041236992.0
INDV,Healthcare,Drug Manufacturers - Specialty & Generic,United States,4345200128.0
INGA NA,Unknown,Unknown,Unknown,
INGM,Technology,Information Technology Services,United States,5823335424.0
INGR,Consumer Defensive,Packaged Foods,United States,6471120896.0
INSM,Healthcare,Biotechnology,United States,23656361984.0
INSW,Energy,Oil & Gas Midstream,United States,4187107328.0
INTC,Technology,Semiconductors,United States,546677981184.0
INTU,Technology,Software - Application,United States,109361717248.0
INVA,Healthcare,Biotechnology,United States,1621578240.0
INVX,Energy,Oil & Gas Equipment & Services,United States,1925271040.0
IONS,Healthcare,Biotechnology,United States,12267440128.0
IOT,Technology,Software - Infrastructure,United States,17224908800.0
IPN.FP,Unknown,Unknown,Unknown,
IQV,Healthcare,Diagnostics & Research,United States,28226127872.0
IRDM,Communication Services,Telecom Services,United States,4400388608.0
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,United States,589315968.0
ISRG,Healthcare,Medical Instruments & Supplies,United States,149145059328.0
IT,Technology,Information Technology Services,United States,9790373888.0
ITRI,Technology,Scientific & Technical Instruments,United States,3513449728.0
ITW,Industrials,Specialty Industrial Machinery,United States,71257530368.0
IVZ,Financial Services,Asset Management,United States,12022205440.0
J,Industrials,Engineering & Construction,United States,13049118720.0
JAZZ,Healthcare,Biotechnology,Ireland,14353675264.0
JBGS,Real Estate,REIT - Diversified,United States,862470336.0
JBHT,Industrials,Integrated Freight & Logistics,United States,24726192128.0
JBI,Industrials,Building Products & Equipment,United States,656047744.0
JBL,Technology,Electronic Components,United States,35851902976.0
JBTM,Industrials,Specialty Industrial Machinery,United States,6529824256.0
JCI,Industrials,Building Products & Equipment,Ireland,87295336448.0
JHG,Financial Services,Asset Management,United Kingdom,7968791040.0
JKHY,Technology,Information Technology Services,United States,9724720128.0
JNJ,Healthcare,Drug Manufacturers - General,United States,545740161024.0
JOE,Real Estate,Real Estate - Diversified,United States,3649537536.0
JPM,Financial Services,Banks - Diversified,United States,797985275904.0
JPY,Unknown,Unknown,Unknown,
JSE: VKE,Unknown,Unknown,Unknown,
JUN3 GR,Unknown,Unknown,Unknown,
JXN,Financial Services,Insurance - Life,United States,7659885056.0
KALU,Basic Materials,Aluminum,United States,2766301184.0
KD,Technology,Information Technology Services,United States,2552062208.0
KDP,Consumer Defensive,Beverages - Non-Alcoholic,United States,39360987136.0
KEP SP,Unknown,Unknown,Unknown,
KEY,Financial Services,Banks - Regional,United States,22812108800.0
KEYS,Technology,Scientific & Technical Instruments,United States,59856089088.0
KFRC,Industrials,Staffing & Employment Services,United States,704185728.0
KFY,Industrials,Staffing & Employment Services,United States,3310396160.0
KGS,Energy,Oil & Gas Equipment & Services,United States,6523782144.0
KHC,Consumer Defensive,Packaged Foods,United States,27178024960.0
KKR,Financial Services,Asset Management,United States,90418855936.0
KLAC,Technology,Semiconductor Equipment & Materials,United States,235693834240.0
KMB,Consumer Defensive,Household & Personal Products,United States,31836399616.0
KMI,Energy,Oil & Gas Midstream,United States,74820894720.0
KMT,Industrials,Tools & Accessories,United States,2640680192.0
KMX,Consumer Cyclical,Auto & Truck Dealerships,United States,5237439488.0
KNF,Basic Materials,Building Materials,United States,4307617792.0
KO,Consumer Defensive,Beverages - Non-Alcoholic,United States,347726643200.0
KR,Consumer Defensive,Grocery Stores,United States,40705335296.0
KREIT SP,Unknown,Unknown,Unknown,
KRMN,Industrials,Aerospace & Defense,United States,8318675456.0
KRYS,Healthcare,Biotechnology,United States,9029354496.0
KSS,Consumer Cyclical,Department Stores,United States,1321219712.0
KTB,Consumer Cyclical,Apparel Manufacturing,United States,3413620736.0
KTOS,Industrials,Aerospace & Defense,United States,9767915520.0
KVUE,Consumer Defensive,Household & Personal Products,United States,32851349504.0
L,Financial Services,Insurance - Property & Casualty,United States,21770348544.0
LCII,Consumer Cyclical,Recreational Vehicles,United States,2696386048.0
LDO IM,Unknown,Unknown,Unknown,
LDOS,Technology,Information Technology Services,United States,15558404096.0
LEA,Consumer Cyclical,Auto Parts,United States,6648621568.0
LECO,Industrials,Tools & Accessories,United States,14295054336.0
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,1251085568.0
LGN,Industrials,Engineering & Construction,United States,13846055936.0
LGND,Healthcare,Biotechnology,United States,4272954624.0
LH,Healthcare,Diagnostics & Research,United States,20532799488.0
LHX,Industrials,Aerospace & Defense,United States,56520024064.0
LII,Industrials,Building Products & Equipment,United States,17399635968.0
LIN,Basic Materials,Specialty Chemicals,United Kingdom,233998581760.0
LITE,Technology,Communication Equipment,United States,75520458752.0
LLY,Healthcare,Drug Manufacturers - General,United States,896128712704.0
LLYVK,Communication Services,Entertainment,United States,9155360768.0
LMND,Financial Services,Insurance - Property & Casualty,United States,3944747520.0
LMT,Industrials,Aerospace & Defense,United States,118973136896.0
LNN,Industrials,Farm & Heavy Construction Machinery,United States,1101190400.0
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,United States,6114112000.0
LPG,Energy,Oil & Gas Midstream,United States,1746951424.0
LRCX,Technology,Semiconductor Equipment & Materials,United States,356062593024.0
LRN,Consumer Defensive,Education & Training Services,United States,3754518272.0
LTM,Industrials,Airlines,Chile,13732618240.0
LTMC.IM,Unknown,Unknown,Unknown,
LULU,Consumer Cyclical,Apparel Retail,Canada,13976446976.0
LUMI IT,Unknown,Unknown,Unknown,
LUMN,Communication Services,Telecom Services,United States,10354626560.0
LUV,Industrials,Airlines,United States,18817787904.0
LVS,Consumer Cyclical,Resorts & Casinos,United States,33900525568.0
LXP,Real Estate,REIT - Industrial,United States,2996556288.0
LYB,Basic Materials,Specialty Chemicals,United Kingdom,24228222976.0
LYC AU,Unknown,Unknown,Unknown,
LYFT,Technology,Software - Application,United States,4924482560.0
LYV,Communication Services,Entertainment,United States,39298207744.0
LZ,Industrials,Specialty Business Services,United States,1029886592.0
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,1414839680.0
M,Consumer Cyclical,Department Stores,United States,4855849472.0
MA,Financial Services,Credit Services,United States,436667154432.0
MANE,Healthcare,Biotechnology,United States,4136792576.0
MAR,Consumer Cyclical,Lodging,United States,93126918144.0
MASI,Healthcare,Medical Devices,United States,9346311168.0
MAX,Communication Services,Internet Content & Information,United States,435740992.0
MAZE,Healthcare,Biotechnology,United States,1414624768.0
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,895892160.0
MBLY,Consumer Cyclical,Auto Parts,Israel,8438705152.0
MCD,Consumer Cyclical,Restaurants,United States,196376723456.0
MCHP,Technology,Semiconductors,United States,50785566720.0
MCK,Healthcare,Medical Distribution,United States,91423596544.0
MCO,Financial Services,Financial Data & Stock Exchanges,United States,74918723584.0
MCRI,Consumer Cyclical,Resorts & Casinos,United States,2093732864.0
MCY,Financial Services,Insurance - Property & Casualty,United States,5433624576.0
MD,Healthcare,Medical Care Facilities,United States,1846921728.0
MDLN,Healthcare,Medical Instruments & Supplies,United States,30602487808.0
MDLZ,Consumer Defensive,Confectioners,United States,77583794176.0
MDU,Utilities,Utilities - Regulated Gas,United States,4627393024.0
MEDP,Healthcare,Diagnostics & Research,United States,11859981312.0
MELI,Consumer Cyclical,Internet Retail,Uruguay,78418911232.0
META,Communication Services,Internet Content & Information,United States,1559175626752.0
MGM,Consumer Cyclical,Resorts & Casinos,United States,9458820096.0
MGNI,Communication Services,Advertising Agencies,United States,1836016384.0
MGOR IT,Unknown,Unknown,Unknown,
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,United States,389597632.0
MGY,Energy,Oil & Gas E&P,United States,5630334464.0
MH,Consumer Defensive,Education & Training Services,United States,2181237248.0
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,5885635584.0
MIAX,Financial Services,Capital Markets,United States,5329981952.0
MICC.NA,Unknown,Unknown,Unknown,
MIR,Industrials,Specialty Industrial Machinery,United States,4445394432.0
MITK,Technology,Software - Application,United States,643965248.0
MKSI,Technology,Scientific & Technical Instruments,United States,20477353984.0
MLI,Industrials,Metal Fabrication,United States,15086255104.0
MMED,Healthcare,Health Information Services,United States,3032856064.0
MMI,Real Estate,Real Estate Services,United States,1065818560.0
MMM,Industrials,Conglomerates,United States,76263563264.0
MNST,Consumer Defensive,Beverages - Non-Alcoholic,United States,85174722560.0
MNTN,Technology,Software - Application,United States,575129408.0
MO,Consumer Defensive,Tobacco,United States,122052337664.0
MOG/A,Unknown,Unknown,Unknown,
MP,Basic Materials,Other Industrial Metals & Mining,United States,10907419648.0
MPC,Energy,Oil & Gas Refining & Marketing,United States,74452598784.0
MPWR,Technology,Semiconductors,United States,76152479744.0
MRCY,Industrials,Aerospace & Defense,United States,5525783552.0
MRK,Healthcare,Drug Manufacturers - General,United States,275089031168.0
MRNA,Healthcare,Biotechnology,United States,19458398208.0
MRP,Real Estate,REIT - Residential,United States,4435139584.0
MRVL,Technology,Semiconductors,United States,154876592128.0
MS,Financial Services,Capital Markets,United States,303643099136.0
MSFT,Technology,Software - Infrastructure,United States,3134205460480.0
MSGS,Communication Services,Entertainment,United States,8463715328.0
MSI,Technology,Communication Equipment,United States,65282744320.0
MSTR,Technology,Software - Application,United States,62217502720.0
MTCH,Communication Services,Internet Content & Information,United States,8257635328.0
MTRN,Basic Materials,Other Industrial Metals & Mining,United States,4264720384.0
MTSI,Technology,Semiconductors,United States,28656693248.0
MTZ,Industrials,Engineering & Construction,United States,32784799744.0
MU,Technology,Semiconductors,United States,817223696384.0
MWA,Industrials,Specialty Industrial Machinery,United States,3991577088.0
MYRG,Industrials,Engineering & Construction,United States,7278836224.0
NATL,Technology,Software - Application,United States,3286890752.0
NCLH,Consumer Cyclical,Travel Services,United States,7125389824.0
NDA GR,Unknown,Unknown,Unknown,
NDAQ,Financial Services,Financial Data & Stock Exchanges,United States,51498143744.0
NE,Energy,Oil & Gas Drilling,United States,8439981056.0
NEM,Basic Materials,Gold,United States,116427300864.0
NET,Technology,Software - Infrastructure,United States,69830787072.0
NEU,Basic Materials,Specialty Chemicals,United States,6280775680.0
NFG,Energy,Oil & Gas Integrated,United States,7719722496.0
NFLX,Communication Services,Entertainment,United States,366423670784.0
NGVT,Basic Materials,Specialty Chemicals,United States,2349870848.0
NHC,Healthcare,Medical Care Facilities,United States,3024743424.0
NHY.NO,Unknown,Unknown,Unknown,
NI,Utilities,Utilities - Regulated Gas,United States,22198036480.0
NIC,Financial Services,Banks - Regional,United States,2915335936.0
NLY,Real Estate,REIT - Mortgage,United States,15886589952.0
NN,Technology,Software - Infrastructure,United States,2932029952.0
NN NA,Unknown,Unknown,Unknown,
NOC,Industrials,Aerospace & Defense,United States,76796076032.0
NOK,Technology,Communication Equipment,Finland,77876346880.0
NOV,Energy,Oil & Gas Equipment & Services,United States,7310558720.0
NOW,Technology,Software - Application,United States,98046451712.0
NPK,Industrials,Aerospace & Defense,United States,988537280.0
NPO,Industrials,Specialty Industrial Machinery,United States,6586025984.0
NQH6,Unknown,Unknown,Unknown,
NQM6,Unknown,Unknown,Unknown,
NRG,Utilities,Utilities - Independent Power Producers,United States,26966179840.0
NSIT,Technology,Electronics & Computer Distribution,United States,2685128192.0
NST AU,Unknown,Unknown,Unknown,
NTAP,Technology,Software - Infrastructure,United States,23753377792.0
NTCT,Technology,Software - Infrastructure,United States,2749705984.0
NTNX,Technology,Software - Infrastructure,United States,12481628160.0
NTR,Basic Materials,Agricultural Inputs,Canada,34350483456.0
NTRS,Financial Services,Asset Management,United States,30321844224.0
NU,Financial Services,Banks - Regional,Brazil,59264622592.0
NUE,Basic Materials,Steel,United States,51701751808.0
NUTX,Healthcare,Medical Care Facilities,United States,869113152.0
NUVL,Healthcare,Biotechnology,United States,8081486848.0
NVDA,Technology,Semiconductors,United States,5457368842240.0
NVR,Consumer Cyclical,Residential Construction,United States,15017835520.0
NVT,Industrials,Electrical Equipment & Parts,United Kingdom,27332372480.0
NWN,Utilities,Utilities - Regulated Gas,United States,2037530624.0
NXPI,Technology,Semiconductors,Netherlands,73595314176.0
NXST,Communication Services,Broadcasting,United States,5967008256.0
NXT,Technology,Solar,United States,21699002368.0
NYT,Communication Services,Publishing,United States,12055534592.0
OC,Industrials,Building Products & Equipment,United States,9186670592.0
ODFL,Industrials,Trucking,United States,42242519040.0
OGE,Utilities,Utilities - Regulated Electric,United States,9548940288.0
OHI,Real Estate,REIT - Healthcare Facilities,United States,14757323776.0
OIS,Energy,Oil & Gas Equipment & Services,United States,542342720.0
OKLO,Utilities,Utilities - Independent Power Producers,United States,10830939136.0
OLLI,Consumer Defensive,Discount Stores,United States,4761305088.0
OMC,Communication Services,Advertising Agencies,United States,20186990592.0
ON,Technology,Semiconductors,United States,43977531392.0
OPCE IT,Unknown,Unknown,Unknown,
OPLN,Consumer Cyclical,Auto & Truck Dealerships,United States,3697519104.0
ORA,Utilities,Utilities - Renewable,United States,8082372096.0
ORCL,Technology,Software - Infrastructure,United States,554933092352.0
ORI,Financial Services,Insurance - Property & Casualty,United States,9576545280.0
ORK.NO,Unknown,Unknown,Unknown,
ORLY,Consumer Cyclical,Auto Parts,United States,73332998144.0
OSIS,Technology,Electronic Components,United States,3385585408.0
OSK,Industrials,Farm & Heavy Construction Machinery,United States,7506473984.0
OUT,Real Estate,REIT - Specialty,United States,5547761152.0
OVV,Energy,Oil & Gas E&P,United States,16861115392.0
OXY,Energy,Oil & Gas E&P,United States,59300118528.0
PAF LN,Unknown,Unknown,Unknown,
PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,United States,1394209280.0
PANW,Technology,Software - Infrastructure,United States,196935139328.0
PARR,Energy,Oil & Gas Refining & Marketing,United States,2923411200.0
PATK,Consumer Cyclical,Recreational Vehicles,United States,2999533056.0
PAYC,Technology,Software - Application,United States,6352475648.0
PAYO,Technology,Software - Infrastructure,United States,1539981824.0
PAYP,Technology,Software - Infrastructure,Japan,13056890880.0
PAYX,Technology,Software - Application,United States,32797947904.0
PBF,Energy,Oil & Gas Refining & Marketing,United States,5004447744.0
PBI,Industrials,Integrated Freight & Logistics,United States,2133202432.0
PCAR,Industrials,Farm & Heavy Construction Machinery,United States,58059898880.0
PCCYF,Energy,Oil & Gas Integrated,China,349840244736.0
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,United States,890836992.0
PD,Technology,Software - Application,United States,518916480.0
PDD,Consumer Cyclical,Internet Retail,Ireland,136404090880.0
PEGA,Technology,Software - Application,United States,5633481728.0
PEN,Healthcare,Medical Devices,United States,12677305344.0
PENG,Technology,Information Technology Services,United States,2460866560.0
PEP,Consumer Defensive,Beverages - Non-Alcoholic,United States,203838226432.0
PFE,Healthcare,Drug Manufacturers - General,United States,144366927872.0
PFGC,Consumer Defensive,Food Distribution,United States,15075913728.0
PG,Consumer Defensive,Household & Personal Products,United States,329659777024.0
PGNY,Healthcare,Healthcare Plans,United States,1821227520.0
PGR,Financial Services,Insurance - Property & Casualty,United States,116709515264.0
PH,Industrials,Specialty Industrial Machinery,United States,108777250816.0
PHIN,Consumer Cyclical,Auto Parts,United States,2815413760.0
PHM,Consumer Cyclical,Residential Construction,United States,20974452736.0
PII,Consumer Cyclical,Recreational Vehicles,United States,3677690880.0
PINS,Communication Services,Internet Content & Information,United States,10906262528.0
PIPR,Financial Services,Capital Markets,United States,5324425728.0
PJT,Financial Services,Capital Markets,United States,6386127360.0
PL,Industrials,Aerospace & Defense,United States,14833084416.0
PLMR,Financial Services,Insurance - Property & Casualty,United States,2936098816.0
PLNT,Consumer Cyclical,Leisure,United States,4181867776.0
PLS AU,Unknown,Unknown,Unknown,
PLTK,Communication Services,Electronic Gaming & Multimedia,Israel,1357954944.0
PLTR,Technology,Software - Infrastructure,United States,321215856640.0
PLXS,Technology,Electronic Components,United States,6914661376.0
PM,Consumer Defensive,Tobacco,United States,295518339072.0
PNRG,Energy,Oil & Gas E&P,United States,433882880.0
PODD,Healthcare,Medical Devices,United States,10213769216.0
POLI IT,Unknown,Unknown,Unknown,
POOL,Industrials,Industrial Distribution,United States,6390281216.0
POR,Utilities,Utilities - Regulated Electric,United States,5471714816.0
POWL,Industrials,Electrical Equipment & Parts,United States,10661721088.0
PPC,Consumer Defensive,Packaged Foods,United States,6557128192.0
PPG,Basic Materials,Specialty Chemicals,United States,22878455808.0
PPL,Utilities,Utilities - Regulated Electric,United States,26241980416.0
PR,Energy,Oil & Gas E&P,United States,17954412544.0
PRAX,Healthcare,Biotechnology,United States,9550709760.0
PRDO,Consumer Defensive,Education & Training Services,United States,2132533376.0
PRGS,Technology,Software - Infrastructure,United States,1170206080.0
PRIM,Industrials,Engineering & Construction,United States,6148711936.0
PRU AU,Unknown,Unknown,Unknown,
PRVA,Healthcare,Health Information Services,United States,2891984128.0
PSMT,Consumer Defensive,Discount Stores,United States,4920477696.0
PST IM,Unknown,Unknown,Unknown,
PTC,Technology,Software - Application,United States,16391427072.0
PTCT,Healthcare,Biotechnology,United States,5928389120.0
PTGX,Healthcare,Biotechnology,United States,6571336192.0
PTON,Consumer Cyclical,Leisure,United States,2290527232.0
PWR,Industrials,Engineering & Construction,United States,115544809472.0
PYPL,Financial Services,Credit Services,United States,39174303744.0
Q,Technology,Semiconductor Equipment & Materials,United States,32914401280.0
QCOM,Technology,Semiconductors,United States,212370472960.0
QLYS,Technology,Software - Infrastructure,United States,3170234880.0
QNST,Communication Services,Advertising Agencies,United States,647983744.0
QRVO,Technology,Semiconductors,United States,8119261184.0
R,Industrials,Rental & Leasing Services,United States,8934142976.0
RAL,Technology,Electronic Components,United States,6643232256.0
RAMP,Technology,Software - Infrastructure,United States,1887824640.0
RBA,Industrials,Specialty Business Services,United States,19019366400.0
RBC,Industrials,Tools & Accessories,United States,17993084928.0
RBRK,Technology,Software - Infrastructure,United States,13124493312.0
RCL,Consumer Cyclical,Travel Services,United States,69808472064.0
RCUS,Healthcare,Biotechnology,United States,2990885888.0
RDDT,Communication Services,Internet Content & Information,United States,30449154048.0
RDOR3.BZ,Unknown,Unknown,Unknown,
REGN,Healthcare,Biotechnology,United States,73203851264.0
RENT3.BZ,Unknown,Unknown,Unknown,
RENT4.BZ,Unknown,Unknown,Unknown,
REP SM,Unknown,Unknown,Unknown,
REPX,Energy,Oil & Gas E&P,United States,800363520.0
REX,Basic Materials,Chemicals,United States,1648862208.0
REZI,Industrials,Industrial Distribution,United States,4292934400.0
RGLD,Basic Materials,Gold,United States,19376742400.0
RGR,Industrials,Aerospace & Defense,United States,629319680.0
RHI,Industrials,Staffing & Employment Services,United States,2569615104.0
RHLD,Industrials,Specialty Business Services,United States,848865088.0
RHM GR,Unknown,Unknown,Unknown,
RIGL,Healthcare,Biotechnology,United States,536745344.0
RITM,Real Estate,REIT - Mortgage,United States,5097339392.0
RIVN,Consumer Cyclical,Auto Manufacturers,United States,18518128640.0
RJF,Financial Services,Asset Management,United States,30033426432.0
RL,Consumer Cyclical,Apparel Manufacturing,United States,19817973760.0
RMBS,Technology,Semiconductors,United States,13738802176.0
RMD,Healthcare,Medical Instruments & Supplies,United States,29283983360.0
RMS AU,Unknown,Unknown,Unknown,
RNG,Technology,Software - Application,United States,3442395904.0
ROCK,Industrials,Building Products & Equipment,United States,1049438784.0
ROIV,Healthcare,Biotechnology,United Kingdom,20962885632.0
ROK,Industrials,Specialty Industrial Machinery,United States,49933070336.0
ROL,Consumer Cyclical,Personal Services,United States,25719787520.0
ROP,Technology,Software - Application,United States,32384380928.0
ROST,Consumer Cyclical,Apparel Retail,United States,68812906496.0
ROVI SM,Unknown,Unknown,Unknown,
RPD,Technology,Software - Infrastructure,United States,434399008.0
RPRX,Healthcare,Biotechnology,United States,30432731136.0
RRL AU,Unknown,Unknown,Unknown,
RRR,Consumer Cyclical,Resorts & Casinos,United States,5212053504.0
RSG,Industrials,Waste Management,United States,64092585984.0
RSI,Consumer Cyclical,Gambling,United States,6199242752.0
RTX,Industrials,Aerospace & Defense,United States,230525255680.0
RUN,Technology,Solar,United States,3337304320.0
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,United States,5340388352.0
RVMD,Healthcare,Biotechnology,United States,30966802432.0
RVTY,Healthcare,Diagnostics & Research,United States,10483272704.0
RWE GR,Unknown,Unknown,Unknown,
RXO,Industrials,Trucking,United States,3082360832.0
SAABB SS,Unknown,Unknown,Unknown,
SAB SM,Unknown,Unknown,Unknown,
SAH,Consumer Cyclical,Auto & Truck Dealerships,United States,2337439488.0
SAIL,Technology,Software - Infrastructure,United States,7657504768.0
SAM,Consumer Defensive,Beverages - Brewers,United States,1819540736.0
SAND SS,Unknown,Unknown,Unknown,
SANM,Technology,Electronic Components,United States,12613691392.0
SARO,Industrials,Aerospace & Defense,United States,8394917376.0
SATS,Communication Services,Telecom Services,United States,39771107328.0
